lagsnavn,orgnr,kommune,fylke,adresse,postnummer,poststed,nettstad,kjelde_type,kjelde_url,henta_dato
KLUBB COLLECTION UNGDOMSBEDRIFT,936240607,HALDEN,Østfold,"Halden videregående skole, Porsnesbakken 12",1772,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936240607,2026-04-27
KORNSJØ KUNSTFORENING HELT PÅ GRENSEN SVENSK-NORSK FORENING FOR KUNST OG KULTUR PÅ KORNSJØ,984617909,HALDEN,Østfold,Kornsjøveien 1062,1796,KORNSJØ,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/984617909,2026-04-27
L T S HOLDING AS,937347456,HALDEN,Østfold,Glimmerveien 4,1784,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937347456,2026-04-27
L-T LARSSON BYGG & SKOGKONSULT,980398811,HALDEN,Østfold,,1752,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/980398811,2026-04-27
LAKA UNGDOMSBEDRIFT,836271122,HALDEN,Østfold,"Halden videregående skole, Porsnesbakken 12",1772,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/836271122,2026-04-27
LÆRERNE ZAIN-UL-MUBIN HUSHTAQ,917971226,HALDEN,Østfold,Elvegata 19,1767,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/917971226,2026-04-27
MODERNE MARKISER L K Madsen,955638018,HALDEN,Østfold,Oscars gate 6,1771,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/955638018,2026-04-27
NAGELDATA JÆGER TREARBEID ULF NAGEL,993082120,HALDEN,Østfold,Lensmannsveien 4,1778,HALDEN,https://www.nageldata.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/993082120,2026-04-27
NATUR LYKKE UNGDOMSBEDRIFT,936229581,HALDEN,Østfold,"Halden videregående skole, Porsnesbakken 12",1772,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936229581,2026-04-27
NATURLIGVIS UNGDOMSBEDRIFT,936152015,HALDEN,Østfold,"Halden Videregående Skole, Porsnesbakken 12",1772,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936152015,2026-04-27
NORD RESELL UNGDOMSBEDRIFT,936443710,HALDEN,Østfold,"Halden videregående skole, Porsnesbakken 12",1772,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936443710,2026-04-27
NORDSLUK UNGDOMSBEDRIFT,936435130,HALDEN,Østfold,"Halden videregående skole, Porsnesbakken 12",1772,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936435130,2026-04-27
OSKAR L. HANSEN AS,922763119,HALDEN,Østfold,Oscars gate 14,1776,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/922763119,2026-04-27
OSKAR L. HANSEN EIENDOM AS,812387812,HALDEN,Østfold,Oscars gate 14,1776,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/812387812,2026-04-27
PRIDE PÅ GRENSEN,832225452,HALDEN,Østfold,B R A veien 37,1782,HALDEN,https://www.pridepagrensen.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/832225452,2026-04-27
RISUM UNGDOMSBEDRIFT,936198007,HALDEN,Østfold,"Halden videregående skole, Porsnesbakken 12",1772,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936198007,2026-04-27
ROKKE BYGDELAG,988520462,HALDEN,Østfold,Rokkeveien 739,1763,HALDEN,https://www.rokketunet.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/988520462,2026-04-27
SAMTYKKE UNGDOMSBEDRIFT,936558321,HALDEN,Østfold,"Halden videregående skole, Porsnesbakken 12",1772,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936558321,2026-04-27
SEPTIMER UNGDOMSBEDRIFT,936596592,HALDEN,Østfold,"Halden videregående skole, Porsnesbakken 12",1772,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936596592,2026-04-27
SJØPROTEIN UNGDOMSBEDRIFT,936555756,HALDEN,Østfold,"Halden videregående skole, Porsnesbakken 12",1772,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936555756,2026-04-27
SMAKSRIKET HALDEN UNGDOMSBEDRIFT,936190820,HALDEN,Østfold,"Halden Videregående skole, Porsnesbakken 12",1772,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936190820,2026-04-27
STIFTELSEN HALDEN UNGDOMSBOLIGER,850568502,HALDEN,Østfold,"c/o Halden Boligbyggelag, Niels Stubs gate 6",1776,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/850568502,2026-04-27
TBM UNGDOMSBEDRIFT,936978851,HALDEN,Østfold,"Halden videregående skole, Porsnesbakken 12",1772,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936978851,2026-04-27
THOMAS L. BISLINGEN,984241518,HALDEN,Østfold,"Bislingen, Brødenveien 307",1763,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/984241518,2026-04-27
TISTA TRADING COMPANY Ulf Henriksen,967833975,HALDEN,Østfold,Kirkeveien 1,1792,TISTEDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/967833975,2026-04-27
TORPEDAL BYGDELAG,919928050,HALDEN,Østfold,Håkenbyveien 431,1764,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/919928050,2026-04-27
TORPEDAL OG ASAK BYGDEKVINNELAG,814443442,HALDEN,Østfold,"c/o Kirsten Saxvik Hatlem, Seljevikveien 9",1764,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/814443442,2026-04-27
TOSTERØDBERGET DEKKSERVICE OG BILPLEIE UNGDOMSBEDRIFT,936051332,HALDEN,Østfold,"Halden videregående skole, Porsnesbakken 12",1772,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936051332,2026-04-27
TRETOPPHYTTER PÅ GRENSEN THORBJØRN WOLD,990254206,HALDEN,Østfold,Fjerdingveien 304,1763,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/990254206,2026-04-27
ULF HANSEN,988143316,HALDEN,Østfold,Lerdalveien 43,1779,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/988143316,2026-04-27
"ULLAS VERKSTED OG GALLERI, ULLA SÆBØ",927127768,HALDEN,Østfold,Mette Mengs gate 8,1776,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/927127768,2026-04-27
ULLEVÅLSVEIEN 116 AS,916939930,HALDEN,Østfold,Eskevikveien 10,1767,HALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/916939930,2026-04-27
BARNE- OG UNGDOMSGRUPPA MYRVOLD FERIEHJEM,927473232,HVALER,Østfold,Lønsvikveien 51,1684,VESTERØY,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/927473232,2026-04-27
FORELDRERÅDETS ARBEIDSUTVALG VED HVALER BARNE- OG UNGDOMSSKOLE,927602970,HVALER,Østfold,Rødveien 24,1684,VESTERØY,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/927602970,2026-04-27
FORENINGEN SØNDRE SANDØY GRENDEHUS,919950803,HVALER,Østfold,Røde grinda 17,1692,NEDGÅRDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/919950803,2026-04-27
GRØNN UNGDOM ØSTFOLD,916141114,HVALER,Østfold,Store eka 18,1692,NEDGÅRDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/916141114,2026-04-27
HVALER UNGDOMSKLUBB,971250704,HVALER,Østfold,"v/Karin Franck, Hauge",1684,VESTERØY,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/971250704,2026-04-27
HVALER UNGDOMSLAG,979565240,HVALER,Østfold,Kjølholtveien 95,1680,SKJÆRHALDEN,https://rovehuset.com,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/979565240,2026-04-27
KIRKEØY GRENDEHUS,918712089,HVALER,Østfold,"c/o  Christine Svanekil Elvestad, Botneveien 10",1680,SKJÆRHALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/918712089,2026-04-27
STORMMUSFJELLET GRENDELAG,916224338,HVALER,Østfold,"c/o Egil Brynjulf Rambøl, Stormmusbrinken 14",1684,VESTERØY,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/916224338,2026-04-27
ULLDESIGN AS,933791866,HVALER,Østfold,Sandvadsvingen 38,1680,SKJÆRHALDEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/933791866,2026-04-27
2012 KULLET KNAPSTAD BARNE- OG UNGDOMSSKOLE,922409129,INDRE ØSTFOLD,Østfold,"c/o Ellen Langebeck, Bjørneveien 104",1823,KNAPSTAD,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/922409129,2026-04-27
A L Høyer Askim AS,938106827,INDRE ØSTFOLD,Østfold,Hovsveien 8,1831,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/938106827,2026-04-27
A/L FOLKVANG,971251417,INDRE ØSTFOLD,Østfold,"c/o Jon Ruud, St.Hansveien 5",1866,BÅSTAD,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/971251417,2026-04-27
"ALETTE, OLE OG SOFIE VOLLENES LEGAT TIL STØTTE FOR UNGDOM UNDER UTDANNING FRA SPYDEBERG STI",974536943,INDRE ØSTFOLD,Østfold,Rådhusgata 22,1830,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/974536943,2026-04-27
ANDERS ULLAUG,989524674,INDRE ØSTFOLD,Østfold,Lislerudveien 87,1880,EIDSBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/989524674,2026-04-27
ASKIM BYGDEKVINNELAG,988944122,INDRE ØSTFOLD,Østfold,"c/o Ingunn Gåseidnes Johnsen, Nygårdsveien 28",1814,ASKIM,https://www.bygdekvinnelaget.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/988944122,2026-04-27
AVENTADESIGN UNGDOMSBEDRIFT,936731155,INDRE ØSTFOLD,Østfold,"Mysen videregående skole, Gymnasveien 1",1850,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936731155,2026-04-27
B L BERG,955131940,INDRE ØSTFOLD,Østfold,Svenskebyveien 37,1815,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/955131940,2026-04-27
BLANDA SMÅGODT BARNE- OG UNGDOMSTEATER,987658622,INDRE ØSTFOLD,Østfold,Henstad Alle 1,1830,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/987658622,2026-04-27
C-CAFÉ UNGDOMSBEDRIFT,832051012,INDRE ØSTFOLD,Østfold,"Askim videregående skole, Vammaveien 100G",1813,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/832051012,2026-04-27
CREATOR KATINKA L. KRISTIANSEN-BAKKE,935297559,INDRE ØSTFOLD,Østfold,Stasjonsgata 49,1820,SPYDEBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/935297559,2026-04-27
DNM UNGDOMSBEDRIFT,936500935,INDRE ØSTFOLD,Østfold,"Askim videregående skole, Vammaveien 100E",1813,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936500935,2026-04-27
ECODEKK UNGDOMSBEDRIFT,936322921,INDRE ØSTFOLD,Østfold,"Mysen videregående skole, Hermann Thoresens gate 8",1850,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936322921,2026-04-27
EIDSBERG BYGDEKOR,971252391,INDRE ØSTFOLD,Østfold,"c/o Ranveig Hansen, Korterudbakken 3",1850,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/971252391,2026-04-27
ELEVBOKS UNGDOMSBEDRIFT,936689116,INDRE ØSTFOLD,Østfold,"Askim videregående skole, Vammaveien 100G",1813,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936689116,2026-04-27
FAU TRØGSTAD UNGDOMSSKOLE,930675156,INDRE ØSTFOLD,Østfold,"c/o Irene Walseth, Åssiden 77",1860,TRØGSTAD,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/930675156,2026-04-27
FOLKENBORG ØST - GRENDELAG,927242907,INDRE ØSTFOLD,Østfold,"c/o Alf Ragnar Torp, Skjørtvedtveien 94",1852,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/927242907,2026-04-27
FORENINGEN FAU VED SPYDEBERG UNGDOMSSKOLE,919815043,INDRE ØSTFOLD,Østfold,Griniveien 16,1820,SPYDEBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/919815043,2026-04-27
FORENINGEN RAST FOR UNGDOMS VE OG VEL,991597735,INDRE ØSTFOLD,Østfold,"v/Asbjørn Moen, Tomterveien 383",1825,TOMTER,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/991597735,2026-04-27
FOSSNES GRENDEHUS SA,970340076,INDRE ØSTFOLD,Østfold,Skjelfossveien 89,1827,HOBØL,https://www.fossnesgrendehus.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/970340076,2026-04-27
FRØYS GRENDELAG,915772544,INDRE ØSTFOLD,Østfold,"c/o Vidosava Stepanov, Frøys vei 24",1811,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/915772544,2026-04-27
FURUBERGET GRENDEHUS,912069907,INDRE ØSTFOLD,Østfold,Mørkfossveien 74,1860,TRØGSTAD,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/912069907,2026-04-27
G-U HOLDING AS,922109109,INDRE ØSTFOLD,Østfold,Gerd Pettersens vei 4,1850,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/922109109,2026-04-27
GAME DESIGNERS UNGDOMSBEDRIFT,836166752,INDRE ØSTFOLD,Østfold,"Mysen videregående skole, Gymnasveien 1",1850,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/836166752,2026-04-27
GRAND DESIGN AS,925560006,INDRE ØSTFOLD,Østfold,Ørkenveien 103,1878,HÆRLAND,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/925560006,2026-04-27
GRANDE PANORAMA AS,925056618,INDRE ØSTFOLD,Østfold,Solbergfossveien 780,1821,SPYDEBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/925056618,2026-04-27
GRINDI INVEST AS,994639285,INDRE ØSTFOLD,Østfold,Aspelundveien 13,1807,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/994639285,2026-04-27
GRY HENRIKSEN GRYENDE BLOGG,929930975,INDRE ØSTFOLD,Østfold,Østre Ringvei 45,1809,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/929930975,2026-04-27
HEEN BYGDEKVINNELAG,821580102,INDRE ØSTFOLD,Østfold,"c/o Marianne Ørka Hansen, Rakkestadveien 1283",1880,EIDSBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/821580102,2026-04-27
HEGE GRUNDT TØNDER,894208422,INDRE ØSTFOLD,Østfold,Kammerudveien 61F,1852,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/894208422,2026-04-27
HELMER L. LARSEN,937183747,INDRE ØSTFOLD,Østfold,Folkenborgveien 182,1850,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937183747,2026-04-27
HOBØL BARNE OG UNGDOMSTEATER,999056164,INDRE ØSTFOLD,Østfold,"c/o Grete Årbu, Furuveien 21",1825,TOMTER,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/999056164,2026-04-27
HOPECASEUB UNGDOMSBEDRIFT,936521657,INDRE ØSTFOLD,Østfold,"Askim Videregående skole, Vammaveien 100",1813,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936521657,2026-04-27
HÆRLAND BYGDEKVINNELAG,917285047,INDRE ØSTFOLD,Østfold,"c/o Inger P. Homstvedt, Homstvedtveien 12",1852,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/917285047,2026-04-27
HØIE OG KIRKEFJERDINGEN BYGDEKVINNELAG,921597185,INDRE ØSTFOLD,Østfold,"c/o Ragnhild Bisseberg Riseng, Høieveien 264",1880,EIDSBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/921597185,2026-04-27
IN-TUNE UNGDOMSBEDRIFT,935711088,INDRE ØSTFOLD,Østfold,"Askim videregående skole, Vammaveien 100",1813,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/935711088,2026-04-27
INDRE ØSTFOLD FREMSKRITTSPARTIETS UNGDOM,996373991,INDRE ØSTFOLD,Østfold,"c/o Jon Sebastian Havstein, Vårveien 7",1809,ASKIM,https://www.fpu.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/996373991,2026-04-27
INO OT UNGDOMSBEDRIFT,934216563,INDRE ØSTFOLD,Østfold,"Askim Videregående skole, Vammaveien 100G",1813,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/934216563,2026-04-27
J-L EIENDOM AS,937079087,INDRE ØSTFOLD,Østfold,Lierveien 140,1814,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937079087,2026-04-27
JENS A GRUNDT,969530333,INDRE ØSTFOLD,Østfold,Husebyveien 95,1880,EIDSBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/969530333,2026-04-27
KIRKEBY GRENDEHUS,999332137,INDRE ØSTFOLD,Østfold,Folkenborgveien 483,1880,EIDSBERG,https://www.kirkebygrendehus.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/999332137,2026-04-27
KLARDUFT UNGDOMSBEDRIFT,936529763,INDRE ØSTFOLD,Østfold,"Askim vidregående skole, Vammaveien 100",1813,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936529763,2026-04-27
KLASSEKASSE AUSK UNGDOMSSKOLE,932275813,INDRE ØSTFOLD,Østfold,"c/o Marianne Mengkrogen, Solbergfossveien 301",1814,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/932275813,2026-04-27
KNAS&KOS UNGDOMSBEDRIFT,836500822,INDRE ØSTFOLD,Østfold,"Askim vderegående skole, Vammaveien 100E",1813,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/836500822,2026-04-27
KRAFTVERKETS BARNE OG UNGDOMSARBEID,929718240,INDRE ØSTFOLD,Østfold,"c/o Menigheten Kraftverket, Slituveien 467",1859,SLITU,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/929718240,2026-04-27
KULEBARUB UNGDOMSBEDRIFT,936928919,INDRE ØSTFOLD,Østfold,"Mysen videregående skole, Gymnasveien 1",1850,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936928919,2026-04-27
L&A ANDREASSEN,927575426,INDRE ØSTFOLD,Østfold,Peter Slotsviks vei 3A,1859,SLITU,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/927575426,2026-04-27
LARS-OTTO GRUNDT,983258514,INDRE ØSTFOLD,Østfold,Husebyveien 65,1880,EIDSBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/983258514,2026-04-27
LEIF ARNOLD GRANDE ÅSTORP I,869091812,INDRE ØSTFOLD,Østfold,"Åstorp I, Mørkfossveien 20",1860,TRØGSTAD,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/869091812,2026-04-27
LUMIBOX UNGDOMSBEDRIFT,936688950,INDRE ØSTFOLD,Østfold,"Askim videregående skole, Vammaveien 100G",1813,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936688950,2026-04-27
LYSEREN VANNINGSLAG A/L,970547770,INDRE ØSTFOLD,Østfold,SPYDEBERG REGNSK LAG,1820,SPYDEBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/970547770,2026-04-27
METTE MAGER UNGDOMSBEDRIFT,933986381,INDRE ØSTFOLD,Østfold,"Askim videregående skole, Vammaveien 100G",1813,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/933986381,2026-04-27
MYSEN BORETTSLAG A/L,975603784,INDRE ØSTFOLD,Østfold,"c/o BORI BBL, Storgata 13",1850,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/975603784,2026-04-27
NORLUX UNGDOMSBEDRIFT,936500951,INDRE ØSTFOLD,Østfold,"Askim videregående skole, Vammaveien 100G",1813,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936500951,2026-04-27
NOT LIKE U ELMADDAH,932722771,INDRE ØSTFOLD,Østfold,Fiolveien 17B,1850,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/932722771,2026-04-27
OI UNGDOMSBEDRIFT,936075851,INDRE ØSTFOLD,Østfold,"Mysen videregående skole, Gymnasveien 1",1850,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936075851,2026-04-27
RASKERUDKROKEN GRENDELAG,828222392,INDRE ØSTFOLD,Østfold,"c/o Berit Seim, Dynjanveien 102",1852,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/828222392,2026-04-27
REISEKASSA UNGDOMSBEDRIFT,936151191,INDRE ØSTFOLD,Østfold,"Askim videregående skole, Vammaveien 100D",1813,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936151191,2026-04-27
REJUICE UNGDOMSBEDRIFT,936500641,INDRE ØSTFOLD,Østfold,"Askim videregående skole, Vammaveien 100E",1813,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936500641,2026-04-27
S. L. THOLÉN,935383714,INDRE ØSTFOLD,Østfold,"c/o Home of Moxie, Enebakkveien 2",1825,TOMTER,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/935383714,2026-04-27
SHAKEIT-UNGDOMSBEDRIFT,936689140,INDRE ØSTFOLD,Østfold,"Askim videregående skole, Vammaveien 100G",1813,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936689140,2026-04-27
SKIPTVET BYGDEKVINNELAG,994915568,INDRE ØSTFOLD,Østfold,"c/o Beate Hovin, Trippestadlia 25D",1812,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/994915568,2026-04-27
SOSO UNGDOMSBEDRIFT,937198159,INDRE ØSTFOLD,Østfold,"Askim videregående skole, Vammaveien 100",1813,ASKIM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937198159,2026-04-27
SPYDEBERG BYGDEKVINNELAG,818121202,INDRE ØSTFOLD,Østfold,"c/o Torunn Kallum Bendtsen, Ligotveien 82",1821,SPYDEBERG,https://www.bygdekvinnelaget.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/818121202,2026-04-27
STEEL CONSTRUCTION BULAJIC AS,928100103,INDRE ØSTFOLD,Østfold,Østbuen 10,1820,SPYDEBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/928100103,2026-04-27
T E L TJENESTE Tor-Eirik Larsen,984003129,INDRE ØSTFOLD,Østfold,Dalveien 88,1878,HÆRLAND,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/984003129,2026-04-27
TEETECH UNGDOMSBEDRIFT,937001304,INDRE ØSTFOLD,Østfold,"Mysen videregående skole, Gymnasveien 1",1850,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937001304,2026-04-27
TOMTER BYGDEKVINNELAG,915628214,INDRE ØSTFOLD,Østfold,"c/o Ellen Bisseberg Brødholt, Nordhusstykket 5",1825,TOMTER,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/915628214,2026-04-27
TROPIX UNGDOMSBEDRIFT,936501265,INDRE ØSTFOLD,Østfold,"Mysen videregående skole, Gymnasveien 1",1850,MYSEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936501265,2026-04-27
TROSTERUDVEIEN GRENDELAG,926870718,INDRE ØSTFOLD,Østfold,"c/o Terje Holli, Trosterudveien 24",1825,TOMTER,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/926870718,2026-04-27
TRØGSTAD BYGDEKVINNELAG,915787177,INDRE ØSTFOLD,Østfold,"c/o Ellen Løchen Børresen, Skramrudåsen 35",1860,TRØGSTAD,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/915787177,2026-04-27
TRØGSTAD BYGDEMUSEUM STI,975478335,INDRE ØSTFOLD,Østfold,Kirkeveien 1,1860,TRØGSTAD,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/975478335,2026-04-27
TRØGSTAD HUD/FOTPLEIE L RAKNERUD,970427953,INDRE ØSTFOLD,Østfold,Kirkeveien 13,1860,TRØGSTAD,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/970427953,2026-04-27
TRØMBORG BYGDEKVINNELAG,922157332,INDRE ØSTFOLD,Østfold,"c/o Anne Mustorp Bjerkehagen, Brattfossveien 62",1880,EIDSBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/922157332,2026-04-27
ULEBERG HANS PETTER,981750837,INDRE ØSTFOLD,Østfold,Hjortestien 12A,1823,KNAPSTAD,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/981750837,2026-04-27
UNGDOMSSENTERET NLM SPYDEBERG,918064923,INDRE ØSTFOLD,Østfold,Griniveien 23,1820,SPYDEBERG,https://ungdomssenteret.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/918064923,2026-04-27
VENNER AV FOSSNES GRENDEHUS,936249043,INDRE ØSTFOLD,Østfold,"c/o Sissel Holstad Johansson, Trollveien 25",1827,HOBØL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936249043,2026-04-27
YTRE HOBØL BYGDEKVINNELAG,919306580,INDRE ØSTFOLD,Østfold,"c/o Anne Eva Bjerke, Eventyrveien 34",1827,HOBØL,https://www.bygdekvinnelaget.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/919306580,2026-04-27
